"route","character","routeId","count","likeScore","id","season","enemy_character_count"
"9, 8, 3, 4, 1",1,402706,50,10,2468,0,"{0,38,23,26,5,7,6,30,4,9,27,62,14,7,26,11,10,4,28,10,10,42,45,25,10,15,9,22,19,10,14,33,6,23,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"2, 8, 10",6,359833,16,19,2475,3,"{0,14,7,16,11,6,3,10,3,6,11,28,5,2,9,11,0,3,11,6,7,16,17,10,3,5,5,4,15,4,2,13,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"15, 7, 5, 14",22,245701,265,1643,2445,3,"{0,310,157,211,174,59,61,177,21,125,185,376,105,30,131,103,45,66,162,66,99,253,286,246,42,70,74,71,204,72,76,246,35,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"6, 2, 7, 5, 10",28,340644,2,36,3652,0,"{0,3,2,0,2,0,1,3,1,0,1,3,0,0,3,0,0,0,1,0,0,3,2,0,1,0,0,0,1,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"13, 11, 14, 4, 6",22,332885,2,0,2455,3,"{0,0,0,1,1,1,0,1,0,0,3,4,1,2,2,0,1,0,1,3,2,4,2,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"7, 13, 3, 15",17,378899,10,2,2484,3,"{0,12,6,6,3,0,0,7,1,4,9,10,1,2,3,5,4,0,6,1,6,8,15,9,2,5,4,1,8,8,8,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"8, 7, 3, 4, 10",18,386808,23,3,2478,3,"{0,18,10,17,10,5,7,16,5,15,19,39,12,4,12,11,11,3,16,4,6,19,25,10,6,4,9,7,21,9,4,21,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"8, 11, 2, 7, 5, 6",4,416244,6,0,9624,5,"{0,4,5,2,6,3,2,4,1,3,4,7,6,4,2,1,2,8,5,3,1,0,3,9,1,0,2,1,3,1,1,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"13, 14, 11, 8, 2",29,389139,94,146,2444,3,"{0,99,68,71,59,26,23,59,9,43,71,150,42,12,61,35,15,25,59,26,31,90,141,71,17,27,16,16,64,20,21,65,15,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"11, 8, 1",1,179583,1795,284,2457,0,"{0,1002,543,427,164,169,259,493,134,188,494,1078,334,161,585,308,215,229,471,250,264,721,713,473,150,214,121,264,302,233,248,660,142,424,165,211,162,94,49,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"15, 6, 9, 5, 11",19,377512,196,14,2452,3,"{0,189,130,145,128,41,44,110,30,108,158,312,87,37,128,76,48,63,165,45,55,173,208,137,25,59,56,37,143,79,37,116,28,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"5, 11, 13, 14, 7",31,474157,306,5,2428,0,"{0,323,166,156,82,46,75,172,43,100,183,321,94,59,139,109,84,89,197,105,81,232,291,200,80,98,45,110,131,90,98,203,69,215,86,86,40,31,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"10, 6, 2, 8",6,315454,1604,140,2424,0,"{0,1388,786,607,312,212,308,721,212,356,564,1376,447,201,617,474,317,298,655,355,439,997,1057,742,251,380,187,383,430,329,322,1010,279,705,360,341,296,167,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"8, 4, 1, 9",30,376007,421,8,2462,0,"{0,333,165,119,67,39,94,150,42,57,151,335,95,36,196,92,72,80,180,65,87,232,245,137,69,72,52,107,118,78,66,208,65,197,49,28,34,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"13, 11, 14, 4, 9",2,395848,2896,533,2434,0,"{0,2172,1139,1036,521,374,598,1309,294,558,1005,2323,749,387,1000,701,472,519,1129,564,561,1681,1925,1252,411,679,261,647,749,471,509,1504,402,1116,396,773,768,224,63,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"15, 5, 7, 3, 9",11,342123,4096,2169,2456,0,"{0,4380,2389,2203,1318,593,1324,2911,732,1353,1943,3874,1348,848,1852,1513,1155,861,2554,1129,1058,2949,3341,2357,871,1600,465,1243,1647,1069,963,2831,957,2501,1179,1275,1030,988,295,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"14, 1, 4, 13",15,204824,13,209,2443,3,"{0,12,8,8,6,3,5,13,3,13,11,16,5,3,14,9,1,4,11,1,3,9,10,7,1,1,7,1,6,8,2,9,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"12, 3, 6, 13",10,349800,250,4,2458,0,"{0,159,77,82,41,31,37,70,23,36,81,157,42,27,57,43,29,33,97,31,39,136,141,72,26,43,24,28,49,35,39,120,30,82,18,32,41,21,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"15, 6, 1, 8, 11",21,408639,499,6231,2448,3,"{0,485,329,367,328,125,135,399,90,230,359,795,185,63,323,184,116,142,349,145,187,330,628,383,66,142,131,91,383,176,92,345,71,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"10, 15, 6, 3, 12, 7",27,473618,1,0,16504,0,"{0,2,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"2, 7, 5, 10",5,180067,3,4,2447,0,"{0,2,4,5,2,0,0,2,1,1,1,2,2,1,4,0,1,1,2,0,0,5,2,2,0,0,0,2,0,0,0,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"5, 13, 11, 14, 9",9,231604,17,5,2454,0,"{0,14,12,11,8,1,2,21,3,5,15,19,9,1,9,6,5,2,13,1,3,11,12,10,1,6,4,3,11,2,4,15,4,17,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"3, 9, 8, 7, 15",1,386685,87,2,2446,0,"{0,84,42,38,22,17,15,34,7,18,52,81,24,12,32,14,17,23,58,21,23,50,69,36,13,13,8,30,22,13,24,58,10,58,13,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"10, 15, 5, 3, 1",15,364672,1,0,9625,0,"{0,3,0,1,1,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"10, 6, 3, 4, 8",6,473878,1,0,16505,0,"{0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,2,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"5, 13, 11, 1",11,351538,276,5,2465,0,"{0,256,110,101,40,40,62,105,24,47,116,214,71,34,128,58,39,68,145,68,61,198,190,116,34,51,28,59,83,72,59,178,42,120,33,14,15,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"6, 2, 8, 1, 14",10,400574,1,0,3654,3,"{0,2,3,0,0,0,1,1,0,0,1,0,0,1,0,1,3,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"8, 4, 7, 5, 2",3,419956,8,424,7154,4,"{0,8,6,3,3,1,1,7,1,5,5,19,4,1,3,1,2,4,3,2,4,8,11,6,0,1,0,4,2,7,1,5,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"4, 11, 13, 14, 1",25,408634,1,0,3655,0,"{0,2,0,2,1,0,0,2,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"14, 1, 4, 13",10,159078,3,53,3657,0,"{0,1,1,2,1,1,0,1,0,0,2,4,1,0,2,0,1,0,3,0,1,3,1,2,0,0,0,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"10, 5, 2, 7, 8, 11, 12",18,421002,1,0,7497,0,"{0,2,0,0,0,1,0,1,0,0,1,1,0,1,0,2,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"8, 7, 3, 12, 6",23,394940,212,15,2464,3,"{0,205,150,147,123,49,62,137,27,93,153,339,90,37,140,82,53,30,157,60,45,214,271,145,27,67,53,44,170,75,47,158,30,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"10, 6, 3",6,115669,6,2,3840,3,"{0,3,2,2,1,2,1,7,1,2,4,8,1,2,5,2,1,1,2,1,3,6,10,8,1,2,3,1,2,1,1,4,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"13, 14, 8, 3, 6",33,426031,1,0,7644,0,"{0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"2, 7, 5, 6, 12",28,358352,1,0,3838,3,"{0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,2,1,2,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"11, 8, 1",31,390102,7,176,3656,3,"{0,8,3,5,2,1,4,5,0,3,7,10,3,1,3,3,1,1,4,3,4,7,6,7,1,0,3,0,6,2,1,9,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"10, 15, 6, 2",15,191501,8,67,3834,3,"{0,5,5,10,6,2,3,8,1,7,8,15,1,0,6,1,2,6,13,1,3,7,5,3,0,0,1,5,1,2,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"7, 6, 10, 5",22,349900,20,7,3837,3,"{0,24,13,16,9,6,5,12,3,7,18,30,6,3,11,8,4,3,12,4,5,17,29,14,2,9,9,5,19,4,4,19,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"7, 3, 4, 13",17,406255,61,124,2472,3,"{0,63,34,38,44,13,23,46,6,28,36,114,26,9,35,19,14,12,35,24,21,58,79,42,7,24,20,8,43,24,8,45,6,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"13, 11, 14, 4, 5, 9",9,361421,116,19,2479,3,"{0,107,72,80,99,30,23,91,19,49,103,178,40,14,85,43,33,33,104,32,35,96,123,85,19,23,37,33,82,41,21,76,9,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"8, 11, 14, 3, 4, 10",8,425142,1,0,7498,0,"{0,2,0,0,0,0,0,1,0,2,0,3,0,0,2,1,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"7, 3, 12, 6, 15, 10, 5",20,308861,2,240,3659,0,"{0,3,1,0,0,0,0,3,0,0,2,3,1,0,1,0,0,0,2,0,0,3,2,0,1,0,0,1,2,1,1,1,0,1,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"6, 7, 5, 2, 8",21,320547,6,37,2486,0,"{0,6,1,2,1,0,1,6,2,4,6,6,0,0,0,2,1,1,2,3,1,4,8,2,1,0,1,2,3,2,3,5,2,7,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"3, 9, 8, 7, 15",1,386685,36,2,2483,3,"{0,39,15,31,18,10,4,21,4,13,32,49,13,2,17,26,2,7,25,10,11,41,69,31,5,6,6,6,23,11,9,26,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"14, 7, 5, 8",32,400927,1,0,16506,5,"{0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,3,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"10, 15, 5, 6, 1",31,428798,207,6,2467,0,"{0,214,119,110,32,26,55,111,30,67,105,215,60,35,102,61,45,48,99,62,59,145,176,111,55,75,19,42,75,41,47,124,46,87,42,92,98,67,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"2, 7, 6, 5, 15",4,299093,122,19,2485,0,"{0,125,75,68,37,19,31,93,21,50,64,126,42,15,61,41,28,26,65,28,32,104,102,71,30,36,23,42,59,37,34,87,22,77,25,32,20,18,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"8, 7, 6, 3, 12",3,447819,98,5,12682,0,"{0,117,51,55,24,16,24,73,23,25,30,96,32,30,32,44,20,27,43,29,17,61,71,48,25,62,4,22,24,25,21,57,31,47,29,38,44,68,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"12, 3, 6, 13",10,349800,30,4,2466,3,"{0,37,19,30,19,8,6,20,1,14,14,48,10,4,20,13,1,7,24,6,8,22,43,23,8,9,12,5,18,8,12,25,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"13, 14, 11, 2, 7",5,62870,3,2,2482,3,"{0,2,1,4,2,0,1,1,0,1,1,5,1,2,0,1,2,1,2,1,0,3,2,4,0,0,1,3,4,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"9, 3, 6, 15, 12",15,387157,16,2,2487,0,"{0,15,9,8,3,4,5,11,2,2,4,21,7,2,7,10,0,4,5,5,4,6,11,7,3,2,8,6,4,2,3,11,4,11,1,2,10,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"4, 13, 11, 2, 15",21,296558,238,224,2469,3,"{0,228,138,214,177,62,62,149,53,120,154,345,83,38,137,79,43,62,128,68,90,195,326,199,37,58,62,49,164,82,53,193,46,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"7, 4, 10, 5, 15",22,367040,5,0,2490,3,"{0,3,4,4,8,1,2,5,2,1,4,6,2,2,1,3,3,0,6,2,2,0,5,0,0,1,4,1,4,2,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"14, 11, 8, 5, 7, 2",7,214783,1,2,2488,3,"{0,0,0,0,1,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"14, 15, 12, 6, 5",26,311150,140,17,2498,0,"{0,135,65,54,27,14,27,80,18,35,57,151,40,27,61,33,28,26,68,38,26,101,106,76,21,31,12,31,41,34,38,108,18,92,31,35,16,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"8, 6, 10, 7, 2",6,397536,195,206,2439,0,"{0,213,93,100,48,24,64,126,31,48,78,198,56,31,84,91,36,43,95,48,45,127,148,129,41,70,25,61,71,56,51,152,48,95,48,82,91,68,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"13, 11, 14, 15, 6",29,394214,9,0,3661,3,"{0,9,7,10,6,2,5,5,2,2,6,10,3,1,3,6,1,2,7,1,2,6,15,8,2,3,1,2,7,1,1,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"8, 11, 1, 9",12,375966,6,0,3660,3,"{0,3,1,4,4,2,1,6,1,2,5,10,2,1,6,2,1,0,7,1,2,2,10,4,0,1,4,1,7,1,2,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
"1, 14, 11, 8",29,404658,66,212,2499,3,"{0,73,42,62,55,10,22,40,14,35,36,110,15,6,45,34,13,20,48,11,30,52,80,48,6,21,18,12,50,16,9,51,9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}"
